headbreadth,headcircumference,headlength,tragiontopofhead,n_hairs,measurement_error
140,528,187,130,99999.1791296913,0.1
152,566,190,124,100006.8188068122,0.1
145,578,195,128,99992.74225672304,0.1
154,600,209,139,100002.04399725577,0.1
146,566,194,117,99995.567933416,0.1
147,557,191,133,99996.83919187156,0.1
146,552,184,120,99993.88631313744,0.1
153,577,195,134,99995.93053659996,0.1
145,536,183,124,99996.30851863224,0.1
141,547,187,118,100001.80657118052,0.1
150,540,174,124,100001.3507455258,0.1
149,593,197,133,100009.68621992422,0.1
159,620,214,128,99999.05683138114,0.1
146,575,194,127,99990.52371947964,0.1
152,576,202,129,99997.65707641593,0.1
147,562,183,129,99989.08609908148,0.1
147,571,194,135,100009.97176241232,0.1
148,563,191,127,100010.86480784626,0.1
153,588,202,130,99987.0097365352,0.1
151,548,185,130,99986.95733772848,0.1
144,584,196,139,100011.82555797762,0.1
145,563,183,129,99995.70478919138,0.1
144,571,194,126,100000.82418705212,0.1
156,555,175,133,99978.60487240058,0.1
142,540,180,119,100012.46867874204,0.1
151,564,190,132,100018.05311860288,0.1
151,570,188,122,100003.16882289294,0.1
154,567,186,130,99990.2843614151,0.1
148,558,190,137,100016.46764046076,0.1
140,542,184,119,100001.46397275776,0.1
153,591,200,130,99997.57572501709,0.1
142,574,200,130,100020.23995857638,0.1
152,551,182,122,99990.84337781172,0.1
151,558,190,129,100006.46477351108,0.1
153,577,196,134,99988.0007866327,0.1
144,543,183,121,100007.83796880743,0.1
148,560,190,130,99994.62092355853,0.1
152,573,193,134,99987.82918957633,0.1
150,567,195,125,100020.12856657516,0.1
148,577,196,137,100000.98533472588,0.1
145,559,197,116,99990.57428611771,0.1
160,553,179,120,99984.74715020688,0.1
155,569,188,125,99992.48826038388,0.1
146,608,187,130,100011.531653732,0.1
142,574,194,127,99999.07185102,0.1
137,519,174,121,99988.8846323738,0.1
154,579,199,134,100015.53357131378,0.1
162,607,200,127,99989.72435405524,0.1
153,564,190,133,99999.28286767055,0.1
147,550,184,122,100004.45525283068,0.1
147,575,199,134,99998.7814089966,0.1
149,558,190,134,100001.90848983174,0.1
144,555,186,123,99977.27840874252,0.1
143,534,179,121,99970.85501082645,0.1
146,550,190,125,100003.90935185723,0.1
144,526,180,127,99988.34261507184,0.1
145,557,193,130,100008.118564706,0.1
152,546,181,130,99990.3715122082,0.1
147,548,187,130,99984.32039702068,0.1
148,535,175,123,99998.48052605698,0.1
146,562,197,126,99995.6761909007,0.1
151,546,179,119,99999.64237439216,0.1
148,551,179,124,100015.12819940216,0.1
148,554,191,108,99992.24005482596,0.1
134,524,181,131,99997.28231200464,0.1
156,554,182,127,100010.19646021444,0.1
148,562,196,129,99995.64756364853,0.1
150,560,190,119,99989.84543466326,0.1
147,557,192,123,100001.85910030115,0.1
147,545,177,128,100005.63153053356,0.1
147,544,183,124,99975.81026575262,0.1
159,566,193,127,99992.83180023544,0.1
152,550,184,120,100005.75042442356,0.1
155,619,199,124,100004.80736150642,0.1
143,549,187,134,100003.70112841776,0.1
144,563,191,127,99998.37552089988,0.1
142,534,184,125,99986.97492143534,0.1
146,545,190,125,99998.07884587196,0.1
146,574,201,124,100016.60738753648,0.1
143,544,188,124,100008.6871240046,0.1
150,559,182,130,99979.84831820097,0.1
140,528,183,123,99990.03095060648,0.1
141,552,193,120,99989.65749208156,0.1
144,573,201,122,100008.79521054204,0.1
147,572,192,117,100007.12504829191,0.1
146,555,195,131,100017.72187175532,0.1
143,559,198,129,100012.46123044303,0.1
152,571,193,130,99988.3637443257,0.1
153,553,181,124,100000.6157423118,0.1
148,534,180,138,99994.23539977522,0.1
150,556,190,130,99984.07063500544,0.1
154,550,179,130,100007.15685593736,0.1
135,534,186,119,100009.24851599266,0.1
147,570,188,126,99996.33853088271,0.1
150,545,187,120,100015.21628690636,0.1
154,574,204,132,100012.97954675985,0.1
140,552,193,122,99997.46485904328,0.1
137,561,176,131,99996.17537282458,0.1
148,536,170,125,100009.73071061734,0.1
154,574,198,134,100010.69713939978,0.1
149,557,186,131,99994.55585259128,0.1
138,535,188,120,99999.36928958916,0.1
148,555,190,127,100008.93818858196,0.1
142,572,193,119,100018.37915989837,0.1
150,569,196,130,100005.84678526336,0.1
144,537,184,127,100016.04546236063,0.1
141,555,186,126,100005.66613074744,0.1
150,594,197,129,99992.24012210674,0.1
146,564,184,128,100010.84888688242,0.1
150,580,200,128,100022.41989460992,0.1
146,541,187,119,99990.75244716376,0.1
140,545,181,126,100011.28889895412,0.1
151,562,189,122,99988.71208731414,0.1
148,567,180,127,99992.75262377918,0.1
144,554,186,130,100006.23571208784,0.1
151,600,192,128,100014.37966464076,0.1
155,577,190,134,100002.74141842817,0.1
144,576,197,124,99994.9553098534,0.1
145,563,192,132,100011.0667099603,0.1
149,534,174,124,100006.93304104976,0.1
135,523,181,124,100003.6737233298,0.1
150,602,205,124,99984.592552419,0.1
147,570,192,129,100001.17619608152,0.1
144,565,199,142,99991.94217821871,0.1
155,590,199,141,99984.30716782092,0.1
144,540,182,138,99997.00211884148,0.1
153,569,191,133,100019.26271798064,0.1
149,550,184,119,100008.17812680131,0.1
152,557,188,133,100000.40503509378,0.1
147,557,186,124,100000.58993418174,0.1
147,555,187,138,99999.52119643208,0.1
159,557,181,143,100003.98569027596,0.1
162,618,208,134,99997.331408348,0.1
146,583,195,129,99989.35967684412,0.1
156,555,178,130,99993.77556425869,0.1
147,565,194,126,100006.2962472779,0.1
149,538,188,127,100004.8257339869,0.1
145,562,186,131,99989.27051157744,0.1
151,609,195,142,99998.79474390272,0.1
148,565,200,130,100005.93799352828,0.1
146,576,199,132,99992.03453516752,0.1
142,526,176,126,100016.33058170704,0.1
138,536,186,122,99991.08889821768,0.1
146,576,188,132,99996.35370682698,0.1
144,545,191,123,100016.8192066409,0.1
150,592,187,129,99995.918663158,0.1
153,570,200,120,99985.21746718466,0.1
146,527,171,121,99991.89411508274,0.1
150,580,192,132,99992.94296048216,0.1
150,580,192,132,100009.05433789451,0.1
152,570,192,140,100002.88755449618,0.1
144,558,199,124,99998.54505841112,0.1
146,554,190,136,99999.25924416832,0.1
146,560,196,126,100001.74253170771,0.1
154,610,206,126,100013.32829536924,0.1
146,584,198,135,99996.14133584226,0.1
140,558,182,134,99992.17929255456,0.1
144,564,190,118,99997.15358399852,0.1
152,605,185,126,99996.05921125675,0.1
150,535,183,131,100003.07382520568,0.1
144,550,186,121,99996.19341437126,0.1
146,568,194,118,99996.80971412976,0.1
161,630,210,142,99992.92217628132,0.1
146,574,200,129,99992.55612826029,0.1
148,570,196,130,99995.21305978556,0.1
144,554,192,125,100002.6776187764,0.1
145,556,189,119,100006.37665655208,0.1
146,560,183,123,100002.6107300143,0.1
144,556,182,130,99985.3756985395,0.1
156,596,200,129,100011.65510957366,0.1
147,564,191,114,100028.5442408145,0.1
144,546,186,130,99997.0586772358,0.1
150,614,197,124,99989.57102608854,0.1
144,592,206,128,100002.29067721334,0.1
144,586,206,128,100011.65685581377,0.1
142,559,188,124,99995.25145651944,0.1
150,608,196,130,100007.14228397857,0.1
144,586,196,130,100000.318531778,0.1
148,550,196,130,100013.09733972802,0.1
140,556,190,130,100005.42812730688,0.1
150,580,192,130,100003.71795294224,0.1
156,560,192,122,99984.2041129313,0.1
156,595,205,128,99996.0409438156,0.1
147,560,189,123,100003.54125467526,0.1
155,598,199,137,100022.62335080362,0.1
143,578,193,126,100008.23682233752,0.1
145,581,206,140,100004.94774767171,0.1
146,586,187,127,99988.68903795356,0.1
140,544,188,118,99997.98195294276,0.1
154,567,193,140,99979.60048090167,0.1
142,544,179,129,99984.56594267725,0.1
151,555,185,131,99989.50179419944,0.1
154,562,192,121,99991.5085050577,0.1
149,562,190,130,99995.05287217248,0.1
150,541,191,133,99988.7256976789,0.1
155,583,188,130,100000.9131193973,0.1
159,599,200,126,99987.78457758484,0.1
148,566,189,127,100006.85182669952,0.1
160,587,200,130,99991.75956692804,0.1
149,575,204,131,99998.03189677074,0.1
143,567,196,133,99997.093204566,0.1
152,566,200,129,99991.12735887132,0.1
147,541,196,124,100005.17634097864,0.1
140,544,181,129,99992.08925706056,0.1
149,550,193,134,100003.713093095,0.1
154,597,197,130,99994.183196246,0.1
150,561,192,126,99999.91876672428,0.1
148,556,192,122,99994.22294045235,0.1
147,574,194,133,100016.34844151324,0.1
151,578,197,125,100008.9524421012,0.1
149,584,197,136,100027.30845310928,0.1
154,566,188,135,99986.25353424715,0.1
145,558,188,140,100017.6787813778,0.1
149,606,214,129,100004.10253309354,0.1
152,577,185,126,100006.22930633309,0.1
158,572,183,128,100000.1105678383,0.1
147,568,193,130,100000.71860459648,0.1
138,545,186,129,99996.97498241373,0.1
149,610,196,123,100009.43365684758,0.1
151,567,194,128,99999.85577008648,0.1
158,575,197,130,100008.03050059691,0.1
152,579,197,123,100003.26911350728,0.1
142,558,195,130,100019.10957559483,0.1
147,542,186,135,100003.65076094256,0.1
146,550,188,133,100012.0871602612,0.1
144,555,196,123,99996.76778382483,0.1
144,565,191,120,99993.16478307496,0.1
148,561,196,127,100003.22612075276,0.1
138,572,193,126,99998.85889510508,0.1
145,565,189,123,99998.79823337733,0.1
149,588,201,130,99996.9042579907,0.1
150,576,195,120,99995.64473591885,0.1
146,540,177,126,100018.08706676564,0.1
144,555,190,122,99991.88254026284,0.1
148,565,193,136,100002.53080465086,0.1
153,539,175,133,99979.06898926618,0.1
143,528,178,131,100008.415458829,0.1
146,581,182,138,100005.14486490256,0.1
147,545,189,130,100010.07383229854,0.1
151,573,196,132,99993.3818580458,0.1
146,548,187,124,99984.43353565632,0.1
144,561,200,128,99996.7456232342,0.1
147,568,196,123,100024.02776772864,0.1
146,554,193,133,99998.77595552572,0.1
144,568,196,135,100003.63628056424,0.1
150,556,192,128,99997.1743985546,0.1
145,558,192,132,100008.66375171204,0.1
144,537,182,130,99990.09923355936,0.1
148,550,190,137,100001.04197941264,0.1
143,566,196,119,100002.63517418382,0.1
151,572,188,132,100012.75931141668,0.1
153,580,200,131,100017.08760253982,0.1
159,573,194,131,99977.58456024544,0.1
152,543,187,136,99997.61037065802,0.1
135,538,189,125,99984.779902354,0.1
146,553,189,135,99992.66626591986,0.1
149,562,187,122,100006.67023863627,0.1
145,556,188,127,100011.55079341444,0.1
153,570,187,133,100012.37278685966,0.1
147,568,192,128,99981.19074875604,0.1
145,546,187,126,99986.55969929203,0.1
145,557,191,132,99987.13014887206,0.1
150,587,196,127,99992.16996333594,0.1
146,549,187,128,99999.70929239652,0.1
146,581,193,130,100004.71154427288,0.1
151,576,198,132,99999.45372391476,0.1
148,524,181,132,99995.9661465746,0.1
143,592,203,133,100012.4534511866,0.1
145,552,191,135,99990.23178199575,0.1
155,566,193,122,99997.20765068338,0.1
139,554,194,122,99988.07857584364,0.1
146,543,185,129,99994.54307056162,0.1
146,531,178,126,100006.24117122382,0.1
149,559,194,132,99981.57882994068,0.1
149,563,192,128,99993.34673279162,0.1
151,560,194,133,99993.8533784507,0.1
145,561,191,130,99995.7319162353,0.1
147,557,189,132,99999.91013486322,0.1
149,555,190,131,99995.1319837814,0.1
154,587,194,132,99993.49100589404,0.1
147,539,180,134,99999.0201711728,0.1
141,550,192,126,99998.32174134682,0.1
145,553,183,139,99983.9565765059,0.1
142,539,187,127,99982.20800278032,0.1
138,533,185,122,99994.27438959076,0.1
151,559,190,128,100006.99946041736,0.1
151,561,187,126,99998.03293741928,0.1
145,567,194,132,99992.53548062744,0.1
151,563,181,129,100009.37748132556,0.1
158,548,183,126,99973.74598763106,0.1
151,542,182,132,100007.46164834162,0.1
149,555,191,129,100006.74110015378,0.1
137,554,191,120,100010.14267499725,0.1
140,556,196,123,99999.19285767117,0.1
144,544,181,120,99997.78352265328,0.1
140,572,183,130,99993.53640889454,0.1
156,550,182,128,100013.74084657346,0.1
147,550,188,134,99990.87089472094,0.1
147,560,193,134,100004.79711177322,0.1
144,550,189,124,100007.42366753508,0.1
137,541,191,120,100002.31547893194,0.1
143,554,194,132,99990.93036260956,0.1
154,545,190,130,100024.81945243129,0.1
134,534,186,128,100002.2661946091,0.1
144,554,193,127,99998.62083763676,0.1
144,547,183,130,99994.5845075759,0.1
152,596,203,127,99991.95408000758,0.1
145,557,188,128,100009.3062738544,0.1
150,568,200,132,100015.4306520976,0.1
153,553,183,130,100013.81786900017,0.1
142,560,192,130,99998.33331242068,0.1
151,584,204,125,99983.41417125656,0.1
154,553,185,137,99994.45650842438,0.1
157,543,168,134,100005.0668347162,0.1
150,553,187,130,100001.52475811887,0.1
144,555,187,127,99996.27618862524,0.1
149,572,196,131,99988.8295396338,0.1
149,556,181,131,99995.72185270082,0.1
145,546,190,122,100009.39183808962,0.1
150,560,189,121,99990.79290088268,0.1
145,560,195,132,99995.57362657654,0.1
141,577,193,130,100006.80653690388,0.1
153,590,200,135,99989.63826193709,0.1
152,590,198,127,99982.4888678828,0.1
149,537,179,129,100005.34143075408,0.1
150,563,194,133,100006.99832698947,0.1
154,564,189,126,100002.12831069776,0.1
155,564,189,134,99985.56879261084,0.1
148,577,197,124,99998.74369318403,0.1
144,588,206,132,100015.76356300549,0.1
148,558,194,128,99985.63461639803,0.1
146,554,190,129,100002.77326052308,0.1
146,537,177,128,99994.353879952,0.1
147,539,182,127,100002.10231621386,0.1
137,570,201,124,99987.87187896665,0.1
146,524,171,130,99983.16299074242,0.1
146,537,183,120,100005.4893901454,0.1
152,573,202,132,100001.33089616004,0.1
156,580,190,134,100002.33366109352,0.1
149,566,185,127,99985.1559292185,0.1
146,567,192,123,100004.31884448654,0.1
152,571,187,127,100012.67851686911,0.1
143,563,200,131,99994.59613005591,0.1
144,556,193,130,100003.36490656888,0.1
154,569,191,133,99994.99521034422,0.1
145,544,181,127,100008.90586317338,0.1
152,588,200,127,99991.73502202232,0.1
152,565,193,130,99998.74787557773,0.1
149,580,196,133,100008.56918745126,0.1
134,520,179,111,100004.61829428843,0.1
145,566,197,127,99990.5065284961,0.1
152,588,197,131,99999.61155859393,0.1
152,545,187,125,100023.72396539604,0.1
147,563,198,120,99999.01063047464,0.1
137,549,183,122,100022.678590646,0.1
144,585,196,133,99995.96052849416,0.1
138,535,180,124,99994.06305048152,0.1
150,558,189,126,100003.26675851311,0.1
146,571,197,133,100011.801142921,0.1
144,563,196,120,99990.72672937343,0.1
147,592,201,130,99997.2728733352,0.1
139,537,187,127,100018.32772693071,0.1
138,558,193,125,99997.52792245965,0.1
154,600,204,134,100012.10290075136,0.1
154,578,189,133,100020.705255325,0.1
145,580,194,126,99980.10665112532,0.1
147,570,183,120,100000.91526879788,0.1
152,566,191,126,99976.23600440632,0.1
147,563,190,127,99981.81780229672,0.1
152,564,187,131,99997.67973456589,0.1
144,557,194,131,100012.56811474026,0.1
145,534,183,109,99993.7768655503,0.1
144,556,192,115,100014.89887415527,0.1
147,562,183,127,99999.24609652748,0.1
149,570,194,127,100002.87330628817,0.1
138,556,179,125,99999.89789489246,0.1
149,568,189,127,100011.5181106547,0.1
141,537,184,117,99999.19597874384,0.1
154,588,198,130,100012.67674653648,0.1
158,578,198,120,99991.33779746186,0.1
144,565,188,128,99991.39669295357,0.1
155,541,168,121,99998.26153776053,0.1
142,552,185,131,99988.59167922876,0.1
144,577,197,129,99988.72830118897,0.1
145,564,191,127,100005.84292915066,0.1
149,575,198,133,100002.11545494516,0.1
152,570,187,122,99989.6981475065,0.1
152,537,182,131,100011.85758467132,0.1
149,567,187,125,99994.34130078494,0.1
144,547,185,122,100002.49152307262,0.1
144,553,192,117,99988.2121629967,0.1
150,572,197,130,99995.26500169028,0.1
152,568,184,128,100010.64339982012,0.1
154,554,183,117,100012.67505308296,0.1
145,597,206,124,99989.21699151411,0.1
155,577,195,135,99995.0396527122,0.1
144,557,192,133,99995.36831735686,0.1
153,593,199,124,99993.9537043998,0.1
144,567,192,132,100008.20688380107,0.1
145,538,184,107,99996.190934891,0.1
146,568,194,131,100013.16157041604,0.1
150,536,181,125,99983.65999702136,0.1
150,568,197,139,100004.7767742812,0.1
151,558,192,127,100009.79415083874,0.1
145,530,174,119,99991.86084140372,0.1
145,565,189,133,99996.86555744048,0.1
146,555,189,132,99988.58319037755,0.1
144,547,186,126,99992.17547087008,0.1
148,556,194,127,99989.8499718234,0.1
150,611,205,119,100010.71549261044,0.1
146,574,193,134,99991.48134058264,0.1
138,547,188,122,100017.28581786572,0.1
158,552,189,134,100011.71279216863,0.1
147,567,189,127,99993.85058837688,0.1
147,527,175,127,99998.16768923929,0.1
155,551,187,137,99986.64944235772,0.1
149,547,183,133,99982.52789968404,0.1
153,557,186,134,100008.16064772672,0.1
145,572,206,137,100004.76230338632,0.1
147,548,185,134,100002.35078254656,0.1
147,556,190,131,100014.28692753724,0.1
149,574,190,127,100000.43412070238,0.1
146,560,190,120,99998.73105549465,0.1
147,562,192,131,100000.3459810966,0.1
153,580,199,130,100011.84819866314,0.1
147,567,194,134,99986.90475665072,0.1
144,548,192,130,99998.1319799885,0.1
145,552,192,137,100019.69326343497,0.1
153,576,197,140,100001.5006535505,0.1
148,575,193,125,99994.75935122416,0.1
142,523,183,127,100017.846660034,0.1
146,565,194,127,100000.31907820508,0.1
147,582,191,128,100011.21287943104,0.1
143,546,197,114,99996.342620334,0.1
150,547,187,118,100007.79844170736,0.1
147,531,177,124,99995.87345510889,0.1
140,539,189,121,100005.21170379024,0.1
141,560,191,123,100009.43156622729,0.1
149,569,194,127,99987.81226845452,0.1
154,554,181,129,99993.33822982924,0.1
154,587,206,137,100004.72427175975,0.1
151,569,180,140,100006.6129097436,0.1
154,575,193,131,99996.3797738564,0.1
144,542,177,118,100008.76808065784,0.1
138,555,193,121,100016.94051310938,0.1
140,563,183,131,99996.23640107192,0.1
152,587,200,126,99990.80025348216,0.1
151,577,184,133,100003.97111701786,0.1
146,527,175,118,99999.27958938228,0.1
145,544,193,121,100002.05317017077,0.1
145,555,189,122,100011.32064944178,0.1
149,571,192,138,99996.99918681248,0.1
139,554,194,138,100009.45866841984,0.1
154,585,206,140,100009.6857366674,0.1
146,557,187,122,99994.22220198192,0.1
147,578,200,137,99983.67156814464,0.1
149,527,173,128,99982.56924171843,0.1
150,573,189,131,100014.07982665685,0.1
142,563,190,124,100031.3202972814,0.1
146,591,200,132,100004.63812767428,0.1
154,594,205,135,100005.54494660892,0.1
147,538,178,113,100007.99216144138,0.1
150,567,194,130,99997.464074167,0.1
142,541,183,125,100000.87690634411,0.1
145,548,188,128,99993.39048338676,0.1
161,551,185,133,100005.49570458056,0.1
152,577,183,135,100007.71933334498,0.1
143,533,187,122,100006.9192139976,0.1
144,549,185,127,99988.89991122896,0.1
156,597,199,129,100013.32051379766,0.1
150,577,199,139,100006.48789639924,0.1
155,562,189,131,99999.99395606236,0.1
144,539,182,127,100001.2880169473,0.1
150,595,204,133,99988.21835152818,0.1
143,569,197,121,99999.25895830095,0.1
141,544,187,120,99999.53714221966,0.1
131,523,187,118,100012.56917077424,0.1
150,553,181,131,100000.56067088676,0.1
144,590,194,124,99998.7426834336,0.1
145,555,194,120,100000.49379713088,0.1
150,555,189,118,100000.504672085,0.1
149,545,183,127,99993.97430364232,0.1
144,554,178,124,100004.34325522164,0.1
143,634,214,142,99992.48468664734,0.1
145,558,193,117,99996.25493489456,0.1
151,585,205,133,99984.24653013948,0.1
148,562,196,125,100003.0461295798,0.1
157,558,184,136,100000.77510357974,0.1
145,583,194,130,99989.93944236112,0.1
139,521,179,127,99995.55932267036,0.1
150,559,195,129,100011.61141997016,0.1
160,587,191,123,99997.30909770532,0.1
167,581,186,130,99983.36948722594,0.1
142,537,182,126,100016.36129909908,0.1
143,543,187,125,100013.2005734764,0.1
141,526,183,123,99999.10964772294,0.1
143,555,196,126,99994.99530976036,0.1
147,550,193,127,99990.64375064176,0.1
148,572,197,133,99998.80528123004,0.1
147,525,177,122,99999.12190192784,0.1
152,587,201,138,99985.21976836004,0.1
150,556,189,134,100001.25240212445,0.1
152,578,195,132,100001.95832337208,0.1
157,583,198,131,100008.86755051804,0.1
137,518,181,120,100000.13923503549,0.1
141,567,187,123,99979.0561933123,0.1
150,574,196,127,99996.14478523278,0.1
152,574,199,134,99985.91027230336,0.1
144,550,191,132,100000.7644146512,0.1
152,561,192,139,99995.87503353712,0.1
146,587,192,121,100004.8278998291,0.1
153,574,186,129,100006.66029713552,0.1
146,575,190,124,100001.04909849331,0.1
147,568,191,131,99984.3649488273,0.1
149,570,181,134,100009.58642851857,0.1
153,577,194,129,99984.58027704012,0.1
156,610,196,139,99996.8198272142,0.1
145,566,191,123,99985.7723015554,0.1
144,550,192,127,99998.30459162589,0.1
143,550,184,119,100014.6157755622,0.1
144,544,184,113,100007.49986188672,0.1
148,538,178,127,100003.3823145581,0.1
144,550,184,121,99996.84829099674,0.1
143,544,177,122,100004.71437626376,0.1
151,566,194,137,99982.54718335022,0.1
144,547,189,121,99987.21713359018,0.1
149,578,196,133,100007.56302878796,0.1
143,564,192,121,99995.70843975738,0.1
154,555,190,137,100012.8218524264,0.1
157,607,201,138,99986.72014898912,0.1
147,582,207,130,100013.85031784384,0.1
144,538,184,130,100002.95383342468,0.1
147,564,196,122,100006.89091203634,0.1
150,558,188,127,100003.30767300296,0.1
145,564,197,132,100030.12754568238,0.1
144,525,173,116,99989.0141703737,0.1
148,560,194,126,99992.27837243731,0.1
153,577,194,126,99992.86241189658,0.1
150,544,177,125,100017.14236727064,0.1
155,595,193,147,100004.8482964098,0.1
144,564,196,129,100000.40777814962,0.1
146,562,193,133,99983.237351993,0.1
142,524,182,129,100008.88368500936,0.1
142,542,185,128,100009.56175736069,0.1
148,570,198,145,100018.48191835008,0.1
148,555,190,131,99997.15971064648,0.1
153,543,180,131,99992.05618638084,0.1
157,555,180,129,100001.11296429826,0.1
139,527,184,123,99997.15372340764,0.1
145,583,185,137,99988.29298042056,0.1
153,552,187,132,100011.24318751864,0.1
147,579,202,131,100019.7383776044,0.1
142,546,190,121,100007.83604351888,0.1
139,531,180,123,99997.56760008194,0.1
142,554,192,123,99992.71935811116,0.1
161,595,194,137,100003.33010739824,0.1
152,518,168,118,99988.91347728518,0.1
151,572,195,133,100006.66598271698,0.1
149,557,194,124,99997.64655717196,0.1
143,547,194,128,99993.04549173878,0.1
146,554,194,124,100003.41771507551,0.1
149,557,196,135,99999.66803472993,0.1
145,554,195,134,99996.00039997726,0.1
146,577,189,132,100006.81223491114,0.1
149,554,188,131,99993.82292809444,0.1
154,570,189,126,99990.18888985016,0.1
138,531,183,130,99983.28706180149,0.1
149,588,198,138,100028.21788880366,0.1
149,610,193,138,99989.21316647618,0.1
144,557,195,131,100004.20403377817,0.1
152,588,202,132,100012.0280345428,0.1
139,551,189,129,99981.6703065636,0.1
158,547,182,138,99995.11185420593,0.1
152,556,188,125,100011.54766068482,0.1
140,568,185,125,99997.1498171208,0.1
145,541,184,131,100011.62750451275,0.1
143,555,191,134,99998.64805852227,0.1
148,576,199,126,100002.93766470705,0.1
151,564,190,132,100014.4545669086,0.1
158,550,179,131,99987.56437993977,0.1
156,554,182,134,99981.86982293746,0.1
155,589,199,129,100010.3706035828,0.1
152,540,169,128,100020.95925060558,0.1
149,561,190,129,99997.99814307112,0.1
141,557,192,123,100001.41157306428,0.1
148,547,187,135,99994.11423938202,0.1
145,546,190,131,100007.87687722855,0.1
146,570,198,134,100006.61249296404,0.1
144,580,184,135,100005.926456237,0.1
153,548,184,135,99987.97884617318,0.1
156,602,195,137,99995.40884561624,0.1
154,594,198,132,100002.62058692671,0.1
151,561,194,131,100013.90957188058,0.1
151,574,196,138,99990.5181345454,0.1
149,568,192,118,99980.68295551917,0.1
146,568,197,131,100007.16088291928,0.1
146,547,183,132,100007.04143539352,0.1
150,557,188,131,99997.31954074852,0.1
159,601,202,133,99989.31540002453,0.1
152,567,191,127,99971.55062405983,0.1
151,586,200,138,99999.41660732326,0.1
153,551,181,133,100003.16529960636,0.1
157,593,188,140,99993.16286669948,0.1
151,550,188,128,99997.87492378124,0.1
143,598,198,129,99988.31857883632,0.1
152,580,190,126,99995.92986870934,0.1
146,588,198,133,99996.66143878884,0.1
150,535,175,128,99990.69884612694,0.1
152,562,193,135,99995.1459972266,0.1
149,554,185,131,99991.39385256002,0.1
143,549,187,124,100008.84322907432,0.1
157,565,190,134,100004.91177283476,0.1
145,580,201,130,99989.82100891916,0.1
147,559,189,134,99986.47597611144,0.1
154,598,201,139,100008.7792760932,0.1
149,562,199,131,100007.28806976294,0.1
148,552,194,132,99996.35208965164,0.1
152,548,185,126,99988.0077468621,0.1
148,557,193,123,99985.33547079584,0.1
150,565,195,122,99993.1025391104,0.1
144,534,184,129,99999.02538038416,0.1
143,552,185,138,99995.46248488012,0.1
143,553,197,127,100006.44544779086,0.1
145,525,180,132,99994.89396965865,0.1
137,553,180,122,99996.42235431798,0.1
145,557,184,139,100021.92959009083,0.1
148,549,184,127,99994.35127704222,0.1
155,590,198,137,100002.94419068584,0.1
152,583,192,129,99991.94592300264,0.1
151,579,205,136,100010.27627334546,0.1
146,553,190,128,99990.86414694658,0.1
141,557,195,139,100000.0624414207,0.1
149,558,193,136,100000.45252957156,0.1
143,557,199,128,100013.59974267762,0.1
160,603,215,135,99989.14641589776,0.1
154,588,196,141,99998.27496842237,0.1
150,593,203,129,99985.8636864121,0.1
143,577,195,129,100012.90975900744,0.1
148,580,195,138,100010.97354693996,0.1
155,590,201,135,100007.63920788172,0.1
149,567,196,134,99988.45324581728,0.1
147,588,196,127,100012.5340419951,0.1
151,571,194,132,100003.62888172716,0.1
159,599,196,135,100015.93020356602,0.1
154,569,187,129,100002.16767808392,0.1
150,602,206,135,100011.00209238958,0.1
153,565,192,128,99997.41826118412,0.1
150,560,193,127,100003.68898373176,0.1
143,549,195,129,99998.22073934172,0.1
151,606,207,137,99992.77454608756,0.1
136,516,177,126,100007.17868665502,0.1
144,552,189,120,100008.23981849031,0.1
146,565,197,128,99970.1516386373,0.1
144,550,195,129,99975.99818038398,0.1
151,542,179,131,100017.97603526336,0.1
156,577,198,130,100015.089547726,0.1
148,554,188,120,100001.8766773925,0.1
144,591,188,127,100000.03641128373,0.1
148,549,183,131,100012.48087750944,0.1
153,568,193,137,99999.31389230554,0.1
141,533,180,121,100016.44592419424,0.1
145,570,200,136,100010.37086103953,0.1
155,592,192,127,100007.71459762538,0.1
144,557,189,124,99994.6957012856,0.1
142,540,184,126,100007.79503019236,0.1
153,571,193,124,99988.51023918636,0.1
153,603,196,140,100007.1451564415,0.1
150,575,196,130,99999.549902441,0.1
145,542,192,129,99988.08140464275,0.1
142,557,179,126,99988.31072008068,0.1
148,589,203,125,100001.43280240188,0.1
147,568,195,127,99996.33825350668,0.1
148,556,187,132,100005.02185670036,0.1
154,578,193,133,100002.75823845711,0.1
148,565,196,138,99990.43937624754,0.1
145,555,188,127,99998.46114181526,0.1
144,540,185,129,100006.56278974764,0.1
151,561,194,132,100002.40488460228,0.1
148,548,188,133,99999.19015457356,0.1
148,533,180,129,100010.3572200875,0.1
145,550,190,129,100011.79682048789,0.1
153,581,198,128,100008.19973400296,0.1
159,554,185,137,99988.56705676977,0.1
151,559,187,134,99997.43025078812,0.1
150,565,187,133,100003.95559582092,0.1
143,562,189,123,99982.38175821737,0.1
147,598,211,130,100004.79414016395,0.1
143,554,191,128,99997.01063955227,0.1
145,588,180,139,100016.3894910338,0.1
143,575,193,127,100006.0522042995,0.1
148,557,183,132,100001.21477379224,0.1
148,583,196,125,100004.35964950976,0.1
145,543,185,122,99993.6739789364,0.1
155,585,195,124,100007.72557901396,0.1
150,560,190,133,100018.5691531451,0.1
146,578,190,125,100020.0213201671,0.1
145,574,184,129,100001.37058263656,0.1
150,585,196,139,99995.5382365641,0.1
146,567,199,134,100014.09411940824,0.1
